seq,user_id,score_oracle,label,label_valid
209,0,0.6623912053346203,0,1
210,0,0.6534675746726196,0,1
211,0,0.6204632710995442,0,1
212,0,0.5966235951464035,0,1
213,0,0.5796191317574686,0,1
214,0,0.5812896981848364,0,1
215,0,0.6100786455297622,0,1
216,0,0.6165825620472645,0,1
217,0,0.6071540121802367,0,1
218,0,0.6276960433371866,0,1
219,0,0.6417800508925561,0,1
220,0,0.6386136680674283,0,1
221,0,0.609376173431395,0,1
222,0,0.5883857570360043,0,1
223,0,0.5734616878357618,0,1
224,0,0.5903046091799076,0,1
225,0,0.629737785001629,0,1
226,0,0.6423729591642158,0,1
227,0,0.7134786839415838,0,1
228,0,0.7250849857588869,0,1
229,0,0.6982319870556677,0,1
230,0,0.6655988565830673,0,1
231,0,0.6551156133631311,0,1
232,0,0.6341332716679581,0,1
233,0,0.6328590364005151,0,1
234,0,0.6181655288302115,0,1
235,0,0.6216359389832563,0,1
236,0,0.5967104421497157,0,1
237,0,0.6060242572344642,0,1
238,0,0.6399707871245999,0,1
239,0,0.636176572892599,0,1
240,0,0.6603191611287679,0,1
241,0,0.6504913804298283,0,1
242,0,0.694327713115132,0,1
243,0,0.7000403879766685,0,1
244,0,0.6539615299712831,0,1
245,0,0.658610217511934,0,1
246,0,0.7000869895999065,0,1
247,0,0.6539159146752985,0,1
248,0,0.6328188915518203,0,1
249,0,0.644452135717315,0,1
250,0,0.6650881835863073,0,1
251,0,0.6797186912197014,0,1
252,0,0.6513978284362695,0,1
253,0,0.6444511662449539,0,1
254,0,0.7008570085357169,0,1
255,0,0.8173390831217726,0,1
256,0,0.7695292936863273,0,1
257,0,0.7194708038871255,0,1
258,0,0.6933480476966803,0,1
259,0,0.6736777778360384,0,1
260,0,0.6853825356970419,0,1
261,0,0.6553097169747429,0,1
262,0,0.6469833616936591,0,1
263,0,0.627444339311199,0,1
264,0,0.6531759908274953,0,1
265,0,0.683502952672211,0,1
266,0,0.691440496282916,0,1
267,0,0.6974617096827342,0,1
268,0,0.6513959909348925,0,1
269,0,0.6172828388754978,0,1
270,0,0.5926466927885136,0,1
271,0,0.6022649151922871,0,1
272,0,0.649415706605908,0,1
273,0,0.6553297104511073,0,1
274,0,0.6466982698325552,0,1
275,0,0.6137135423005774,0,1
276,0,0.6168025018140757,0,1
277,0,0.6462415833852463,0,1
278,0,0.6524111825056093,0,1
279,0,0.6952574391300034,0,1
280,0,0.6494453160348246,0,1
281,0,0.6287572767145561,0,1
282,0,0.627791138051442,0,1
283,0,0.6523554222249548,0,1
284,0,0.718903576018023,0,1
285,0,0.6673078773381544,0,1
286,0,0.6415217977001301,0,1
287,0,0.6495219935679385,0,1
288,0,0.6422562963824374,0,1
289,0,0.6101456974409939,0,1
290,0,0.6271883101436642,0,1
291,0,0.6785126365765954,0,1
292,0,0.6366524767629984,0,1
293,0,0.6059948723681444,0,1
294,0,0.5839860193378171,0,1
295,0,0.5820646528666907,0,1
296,0,0.6083853129225235,0,1
297,0,0.6131999521762291,0,1
298,0,0.615912976019678,0,1
299,0,0.6703943526742694,0,1
300,0,0.7060516301218986,0,1
301,0,0.7183853679246748,0,1
302,0,0.6915657635607213,0,1
303,0,0.6461444051142099,0,1
304,0,0.6389011600857768,0,1
305,0,0.6605976524316196,0,1
306,0,0.636207795497075,0,1
307,0,0.6324406140967904,0,1
308,0,0.6159685263073971,0,1
309,0,0.6182156341257347,0,1
310,0,0.5923374892496197,0,1
311,0,0.573880501718542,0,1
312,0,0.6017769040696924,0,1
313,0,0.6614359573488765,0,1
314,0,0.6495234971290952,0,1
315,0,0.6676235086346566,0,1
316,0,0.6410784113968474,0,1
317,0,0.6612381746558358,0,1
318,0,0.6877516252936722,0,1
319,0,0.6688653620269367,0,1
320,0,0.6672740064890834,0,1
321,0,0.7156947832729694,0,1
322,0,0.7010761183975449,0,1
323,0,0.6784486042242404,0,1
324,0,0.6487960434740965,0,1
325,0,0.6409286232501524,0,1
326,0,0.6216347403394191,0,1
327,0,0.6348954474237181,0,1
328,0,0.6568023038817975,0,1
329,0,0.6723145993818506,0,1
330,0,0.6312276459570105,0,1
331,0,0.6012241928718807,0,1
332,0,0.5933370055727568,0,1
333,0,0.6284991035706177,0,1
334,0,0.6779149059762429,0,1
335,0,0.6866992417257152,0,1
336,0,0.6418035323748804,0,1
337,0,0.6220318888678081,0,1
338,0,0.6349444445364846,0,1
339,0,0.6438504499984069,0,1
340,0,0.6500067217844876,0,1
341,0,0.654267210510852,0,1
342,0,0.6444587773994378,0,1
343,0,0.6105491720139608,0,1
344,0,0.5996657336196354,0,1
345,0,0.658233500116395,0,1
346,0,0.7214079279284427,0,1
347,0,0.6802893959633223,0,1
348,0,0.6753484782699353,0,1
349,0,0.6718477953245621,0,1
350,0,0.6568265726830264,0,1
351,0,0.6194075696308947,0,1
352,0,0.5922914209147002,0,1
353,0,0.5866155630429951,0,1
354,0,0.596825805755137,0,1
355,0,0.5761167872022397,0,1
356,0,0.5752068993791445,0,1
357,0,0.6157352252011292,0,1
358,0,0.6691094826705057,0,1
359,0,0.6801952691284935,0,1
360,0,0.6364827520117415,0,1
361,0,0.6044094063967559,0,1
362,0,0.5949701255387503,0,1
363,0,0.6024563026394193,0,1
364,0,0.5799418446051878,0,1
365,0,0.5777080679873414,0,1
366,0,0.5904058780936896,0,1
367,0,0.5850131436771404,0,1
368,0,0.6088867270960829,0,1
369,0,0.6120382267214788,0,1
370,0,0.6002050064191489,0,1
371,0,0.6192695090883579,0,1
372,0,0.6192390578462463,0,1
373,0,0.6052488935599076,0,1
374,0,0.6226843505672855,0,1
375,0,0.6215752663143418,0,1
376,0,0.5933791370296189,0,1
377,0,0.5869118731795745,0,1
378,0,0.6100031799610097,0,1
379,0,0.6517652391984368,0,1
380,0,0.7047248210980112,0,1
381,0,0.6800567775143878,0,1
382,0,0.6488715757517812,0,1
383,0,0.6653189079669056,0,1
384,0,0.6771578794903059,0,1
385,0,0.6337661507695225,0,1
386,0,0.6019743970888884,0,1
387,0,0.5927792431144985,0,1
388,0,0.600462952529131,0,1
389,0,0.5916769620521486,0,1
390,0,0.5996598944683703,0,1
391,0,0.5774388509252459,0,1
392,0,0.56167122488424,0,1
393,0,0.5505387808677892,0,1
394,0,0.5565924763058203,0,1
395,0,0.6023973919543302,0,1
396,0,0.6469913140790651,0,1
397,0,0.6382973470954221,0,1
398,0,0.6050376245811198,0,1
399,0,0.5947241838262526,0,1
400,0,0.6149774808371522,0,1
401,0,0.6157144705220877,0,1
402,0,0.5887007822994605,0,1
403,0,0.5694392586540901,0,1
404,0,0.5833276402195534,0,1
405,0,0.6209842152775082,0,1
406,0,0.6058922392840767,0,1
407,0,0.6225432535729406,0,1
408,0,0.6208928934062271,0,1
409,0,0.6322475486549132,0,1
410,0,0.67962939273052,0,1
411,0,0.6351595331417696,0,1
412,0,0.6025226561116643,0,1
413,0,0.5927044066543244,0,1
414,0,0.5999531792792054,0,1
415,0,0.6043570608973874,0,1
416,0,0.6606660656089662,0,1
417,0,0.6734299285688607,0,1
418,0,0.6434176956525234,0,1
419,0,0.6354031694807281,0,1
420,0,0.6159275863573458,0,1
421,0,0.6292303864663629,0,1
422,0,0.65126862177004,0,1
423,0,0.6668936037883193,0,1
424,0,0.6385578122543505,0,1
425,0,0.644833764774413,0,1
426,0,0.636291559389818,0,1
427,0,0.6164477394158053,0,1
428,0,0.6162899195580743,0,1
429,0,0.588650064866632,0,1
430,0,0.5826471955907832,0,1
431,0,0.5926741464882298,0,1
432,0,0.5854443521887422,0,1
433,0,0.5945855654021295,0,1
434,0,0.5730812468375996,0,1
435,0,0.5716391522381439,0,1
436,0,0.5849472940603875,0,1
437,0,0.5935415162790619,0,1
438,0,0.6273690916107169,0,1
439,0,0.6231575631680492,0,1
440,0,0.6474514176973418,0,1
441,0,0.6242281750352012,0,1
442,0,0.6727327216577692,0,1
443,0,0.7290460152154501,0,1
444,0,0.6722868368841453,0,1
445,0,0.6421600553170744,0,1
446,0,0.6340881548208254,0,1
447,0,0.6145536413131246,0,1
448,0,0.6278546473040121,0,1
449,0,0.6499160452604428,0,1
450,0,0.6779404485461157,0,1
451,0,0.6842664016519031,0,1
452,0,0.6892031416690387,0,1
453,0,0.6544645803327799,0,1
454,0,0.6554746943115147,0,1
455,0,0.6561663232571555,0,1
456,0,0.6438688078388746,0,1
457,0,0.6345214720948402,0,1
458,0,0.6549249720644212,0,1
459,0,0.6293404635453378,0,1
460,0,0.6634157024656592,0,1
461,0,0.699369228539422,0,1
462,0,0.6618775823839749,0,1
463,0,0.6478355499874151,0,1
464,0,0.6241534346790336,0,1
465,0,0.6211168839412416,0,1
466,0,0.6050174206955805,0,1
467,0,0.6209885056545144,0,1
468,0,0.6320018363705231,0,1
469,0,0.6524531756672279,0,1
470,0,0.6670162166222348,0,1
471,0,0.6248676344351817,0,1
472,0,0.6075957787013645,0,1
473,0,0.6226781509035045,0,1
474,0,0.6587547990912721,0,1
475,0,0.707855898234969,0,1
476,0,0.680929683645946,0,1
477,0,0.6480223658695752,0,1
478,0,0.6377655246470639,0,1
479,0,0.6167027446154941,0,1
480,0,0.615669891900173,0,1
481,0,0.5873894717448709,0,1
482,0,0.5809430456882734,0,1
483,0,0.5906792881541882,0,1
484,0,0.5832275576367292,0,1
485,0,0.5922383362186385,0,1
486,0,0.5705979891321763,0,1
487,0,0.5690845173853729,0,1
488,0,0.5959555604915299,0,1
489,0,0.6010416514990278,0,1
490,0,0.5904430302243406,0,1
491,0,0.6106004197909384,0,1
492,0,0.637549775679763,0,1
493,0,0.6690490834894689,0,1
494,0,0.6775337910735189,0,1
495,0,0.6839595328679192,0,1
496,0,0.6499895778856097,0,1
497,0,0.6388959691212465,0,1
498,0,0.6172418860976525,0,1
499,0,0.6289705304153246,0,1
500,0,0.6240008513581088,0,1
501,0,0.6065595676816747,0,1
502,0,0.6082581842687392,0,1
503,0,0.5817635831909306,0,1
504,0,0.5766689865732436,0,1
505,0,0.6275244830515461,0,1
506,0,0.6751766121478914,0,1
507,0,0.6561654862728441,0,1
508,0,0.6813665804148663,0,1
509,0,0.6611937345451407,0,1
510,0,0.620022876974394,0,1
511,0,0.6035902281112124,0,1
512,0,0.6193658427343546,0,1
513,0,0.6302494594752743,0,1
514,0,0.6377774380549436,0,1
515,0,0.6300060941788159,0,1
516,0,0.6238962533186444,0,1
517,0,0.6595856030398074,0,1
518,0,0.645444424194886,0,1
519,0,0.6216574534418621,0,1
520,0,0.6447041142274125,0,1
521,0,0.6610294654691002,0,1
522,0,0.6328788635530231,0,1
523,0,0.639484824705001,0,1
524,0,0.631093550111598,0,1
525,0,0.6112896086553878,0,1
526,0,0.6112391464179495,0,1
527,0,0.610566441698286,0,1
528,0,0.6505209135489837,0,1
529,0,0.6516982192144068,0,1
530,0,0.6525086072932307,0,1
531,0,0.6402360166197395,0,1
532,0,0.6691941930113801,0,1
533,0,0.7784139799454503,0,1
534,0,0.7859411481090308,0,1
535,0,0.7399194473877776,0,1
536,0,0.6796211736030418,0,1
537,0,0.6333263181576245,0,1
538,0,0.612714458262808,0,1
539,0,0.6253091834121234,0,1
540,0,0.6340140443952315,0,1
541,0,0.6270104255979788,1,1
542,0,0.5946945874849615,0,1
543,0,0.5852321084763199,0,1
544,0,0.6062937692576087,0,1
545,0,0.6207974931737994,0,1
546,0,0.6176445058070071,0,1
547,0,0.601419123833395,0,1
548,0,0.6040496082617944,0,1
549,0,0.5781288709179265,0,1
550,0,0.573487527762174,0,1
551,0,0.5845561638827811,0,1
552,0,0.5916073706880814,0,1
553,0,0.6244475048843451,0,1
554,0,0.5926908943877558,0,1
555,0,0.5836633695888422,0,1
556,0,0.5915686654886481,0,1
557,0,0.5828469560600161,0,1
558,0,0.6178135744082082,0,1
559,0,0.6421976887721763,0,1
560,0,0.6054665696604583,0,1
561,0,0.6325498742299267,0,1
562,0,0.7023673200255667,0,1
563,0,0.650153604670883,0,1
564,0,0.6244748057344912,0,1
565,0,0.6331256708521349,0,1
566,0,0.6260718887804688,0,1
567,0,0.6204716495025232,0,1
568,0,0.6566668871906273,0,1
569,0,0.6427279463000647,0,1
570,0,0.6190528281420089,0,1
571,0,0.6161073827786222,0,1
572,0,0.5864647935738406,0,1
573,0,0.5653088794819554,0,1
574,0,0.5503393046464068,0,1
575,0,0.5812546516974458,0,1
576,0,0.6438908426650322,0,1
577,0,0.6064887822815653,0,1
578,0,0.6065913003019091,0,1
579,0,0.6343184094600923,0,1
580,0,0.6128983147172142,0,1
581,0,0.6116690339802783,0,1
582,0,0.5967380196014235,0,1
583,0,0.6269558620690856,0,1
584,0,0.673297411884915,0,1
585,0,0.67995724910511,0,1
586,0,0.6459214320484369,0,1
587,0,0.6348738449046838,0,1
588,0,0.6264284013044816,0,1
589,0,0.6477185381734222,0,1
590,0,0.6224061264147663,0,1
591,0,0.6182231438951223,0,1
592,0,0.6012712768044695,0,1
593,0,0.6167433404417703,0,1
594,0,0.6404521668789644,0,1
595,0,0.6572376618704752,0,1
596,0,0.6422178961360197,0,1
597,0,0.6709364234123937,0,1
598,0,0.6652237867493684,0,1
599,0,0.6736453345776813,0,1
600,0,0.692125775190534,0,1
601,0,0.6802390488155556,0,1
602,0,0.6717647185643038,0,1
603,0,0.6781284119166487,0,1
604,0,0.6831021755677519,0,1
605,0,0.6480229521163722,0,1
606,0,0.6490405968384813,0,1
607,0,0.6368598041077582,0,1
608,0,0.6143894329451547,0,1
609,0,0.6123845961222982,0,1
610,0,0.5833337215336887,0,1
611,0,0.5626230227012903,0,1
612,0,0.5756120205664416,0,1
613,0,0.626092665506672,0,1
614,0,0.6205511185151432,0,1
615,0,0.589140094895316,0,1
616,0,0.5804134711523675,0,1
617,0,0.5885636183814128,0,1
618,0,0.5799841931016123,0,1
619,0,0.6017691494263939,0,1
620,0,0.668287655225012,0,1
621,0,0.7570903780630004,0,1
622,0,0.7163479936226476,1,1
623,0,0.6602034667822962,0,1
624,0,0.6178899990399503,0,1
625,0,0.6402842147792371,0,1
626,0,0.71807903612828,0,1
627,0,0.6986829448740717,0,1
628,0,0.6724094774016512,0,1
629,0,0.6268665877457129,0,1
630,0,0.6069901112538967,0,1
631,0,0.6202604034088574,0,1
632,0,0.6162471494170162,0,1
633,0,0.599392292244411,0,1
634,0,0.6016037936955008,0,1
635,0,0.6025096575787213,0,1
636,0,0.630896659869867,0,1
637,0,0.6097922122115961,0,1
638,0,0.6088355289871238,0,1
639,0,0.5804580201477189,0,1
640,0,0.56024868849009,0,1
641,0,0.5872987286794981,0,1
642,0,0.6471439275712374,0,1
643,0,0.6080997363146904,0,1
644,0,0.5934877362917809,0,1
645,0,0.6107849754006123,0,1
646,0,0.622721247980427,0,1
647,0,0.6178138688596002,0,1
648,0,0.6003402889249069,0,1
649,0,0.602100831758041,0,1
650,0,0.5755212675264023,0,1
651,0,0.5704386706170725,0,1
652,0,0.5948281766866963,0,1
653,0,0.611623162207108,0,1
654,0,0.6232158101395014,0,1
655,0,0.6312379218178872,0,1
656,0,0.6237188482223289,0,1
657,0,0.5909499265139079,0,1
658,0,0.5812144685639045,0,1
659,0,0.6021735445749979,0,1
660,0,0.6166192890095845,0,1
661,0,0.6133754874739314,0,1
662,0,0.5834572197506461,0,1
663,0,0.5895341164997937,0,1
664,0,0.6348796757805314,0,1
665,0,0.6392419453820806,0,1
666,0,0.6292725477100938,0,1
667,0,0.6083072081420106,0,1
668,0,0.6595434000905651,0,1
669,0,0.7295330356817666,0,1
670,0,0.6948825142577921,0,1
671,0,0.6432845906186536,0,1
672,0,0.6049723712968347,0,1
673,0,0.5909583449025222,0,1
674,0,0.5952812894230314,0,1
675,0,0.5840863506215567,0,1
676,0,0.5904688926044777,0,1
677,0,0.5806707294284372,0,1
678,0,0.6015977517750055,0,1
679,0,0.6026603426283764,0,1
680,0,0.5755951870729817,0,1
681,0,0.5563549456429389,0,1
682,0,0.5566665850892478,0,1
683,0,0.5713230045662779,0,1
684,0,0.5944633333781089,0,1
685,0,0.6514321851219861,0,1
686,0,0.6240425982854995,0,1
687,0,0.6183256326707234,0,1
688,0,0.600279935260839,0,1
689,0,0.6282146167460138,0,1
690,0,0.6605714292681586,0,1
691,0,0.6569622049327869,0,1
692,0,0.6416110328488099,0,1
693,0,0.6168877082994733,0,1
694,0,0.6132227278515339,0,1
695,0,0.5965799252818907,0,1
696,0,0.5989777077840858,0,1
697,0,0.6134081359439623,0,1
698,0,0.6637910066132612,0,1
699,0,0.6328850766088471,0,1
700,0,0.6375033003900874,0,1
701,0,0.6276883140656996,0,1
702,0,0.5933426932336086,0,1
703,0,0.5687128394666253,0,1
704,0,0.5788369991236706,0,1
705,0,0.6140742413188877,0,1
706,0,0.597073250262141,0,1
707,0,0.6126155292964115,0,1
708,0,0.6233525205950932,0,1
709,0,0.6176198800309458,0,1
710,0,0.5995544793264993,0,1
711,0,0.6009054829532424,0,1
712,0,0.5740103316480524,0,1
713,0,0.5687189838842465,0,1
714,0,0.5929967737751098,0,1
715,0,0.6097223785634663,0,1
716,0,0.6079748978291917,0,1
717,0,0.5790130953175113,0,1
718,0,0.5858667222822689,0,1
719,0,0.6448330781724052,0,1
720,0,0.6714766352513312,0,1
721,0,0.6643746835378782,0,1
722,0,0.6718438320337973,0,1
723,0,0.6775861223823338,0,1
724,0,0.6427458536638864,0,1
725,0,0.631172048773327,0,1
726,0,0.6090697823113184,0,1
727,0,0.607409965675593,0,1
728,0,0.5921246063678828,0,1
729,0,0.5955369377458279,0,1
730,0,0.5700019451448021,0,1
731,0,0.5518845303499507,0,1
732,0,0.5391068777157091,0,1
733,0,0.5440777395107085,0,1
734,0,0.5620561669571036,0,1
735,0,0.560113750994344,0,1
736,0,0.586852563652916,0,1
737,0,0.5917803309151972,0,1
738,0,0.5809748696809441,0,1
739,0,0.6011971911038217,0,1
740,0,0.6151450178090339,0,1
741,0,0.6247892247615119,0,1
742,0,0.6183145260913178,0,1
743,0,0.5861775200862741,0,1
744,0,0.5769673132647403,0,1
745,0,0.5983773502888771,0,1
746,0,0.5997417074907359,0,1
747,0,0.5728329419438258,0,1
748,0,0.5537169821863385,0,1
749,0,0.5402273355539795,0,1
750,0,0.5446927420664337,0,1
751,0,0.5760821970441933,0,1
752,0,0.5841307066230821,0,1
753,0,0.575439235731489,0,1
754,0,0.6106663382945029,0,1
755,0,0.635277489068165,0,1
756,0,0.5983128496801271,0,1
757,0,0.5989622714062035,0,1
758,0,0.6657333623357946,0,1
759,0,0.720942662977269,0,1
760,0,0.7117810281231169,0,1
761,0,0.6679157551270022,0,1
762,0,0.64880876397384,0,1
763,0,0.6345221589709906,0,1
764,0,0.651505092908585,0,1
765,0,0.6100698841849289,0,1
766,0,0.5800377682750532,0,1
767,0,0.5724260402147101,0,1
768,0,0.6348837176344175,0,1
769,0,0.7019024896698591,0,1
770,0,0.6603944811669793,0,1
771,0,0.6561076465591549,0,1
772,0,0.6402565180274877,0,1
773,0,0.6151495014284882,0,1
774,0,0.6244903725724541,0,1
775,0,0.6567048191661656,0,1
776,0,0.6916814101969115,0,1
777,0,0.6653122310345977,0,1
778,0,0.6725847955094382,0,1
779,0,0.6385732048333089,0,1
780,0,0.6277086415999271,0,1
781,0,0.6060769034590858,0,1
782,0,0.6312951499252278,0,1
783,0,0.661806149798579,0,1
784,0,0.6938826763511611,0,1
785,0,0.7497879514087483,0,1
786,0,0.7207383245369289,0,1
787,0,0.6872728468121414,0,1
788,0,0.6493283111924426,0,1
789,0,0.6352712252810556,0,1
790,0,0.5979957189536313,0,1
791,0,0.598428336232706,0,1
792,0,0.6524796746490108,0,1
793,0,0.6635966070199788,0,1
794,0,0.6187149272778725,0,1
795,0,0.5859805912515512,0,1
796,0,0.5763410631020874,0,1
797,0,0.5838935953780848,0,1
798,0,0.5610781366098055,0,1
799,0,0.572611927653473,0,1
800,0,0.6222326497466939,0,1
801,0,0.6159788499347226,0,1
802,0,0.5975212799759045,0,1
803,0,0.6120316987461514,0,1
804,0,0.6087788119070884,0,1
805,0,0.5787547091073285,0,1
806,0,0.5711646503215871,0,1
807,0,0.5801995481592083,0,1
808,0,0.558367915813125,0,1
809,0,0.584333887988969,0,1
810,0,0.6436143755815722,0,1
811,0,0.643387866450334,0,1
812,0,0.7063974331689453,0,1
813,0,0.7010332317151265,0,1
814,0,0.6961278010549491,0,1
815,0,0.7403226574361729,0,1
816,0,0.6772335437126782,0,1
817,0,0.6416655078509558,0,1
818,0,0.6295739130004648,0,1
819,0,0.620384407254517,0,1
820,0,0.6413503299649821,0,1
821,0,0.6287122579815263,0,1
822,0,0.6597453793067033,0,1
823,0,0.6552147853450092,0,1
