seq,timestamp_ns,user_id,item_id,category_id,behavior_code,label,label_valid,is_burst_period
94,967105311,9,179,94,3,1,1,0
95,979071582,9,768,68,0,0,1,0
96,988857485,3,758,1,0,0,1,0
97,999695175,91,851,23,0,0,1,0
98,1010245026,11,544,32,0,0,1,0
99,1017996518,60,267,66,0,0,1,0
100,1030022415,64,42,43,3,1,1,0
101,1038836508,28,897,34,0,0,1,0
102,1048983299,86,604,25,0,0,1,0
103,1056549252,73,114,6,0,0,1,0
104,1066971349,67,492,74,0,0,1,0
105,1077677769,28,760,35,0,0,1,0
106,1085868864,9,191,98,0,0,1,0
107,1096532547,48,977,95,1,0,1,0
108,1108288327,23,779,54,2,0,1,0
109,1119120196,12,272,61,1,0,1,0
110,1129885104,83,698,18,2,0,1,0
111,1142045560,48,914,75,0,0,1,0
112,1153167141,8,734,51,0,0,1,0
113,1161706599,82,395,24,0,0,1,0
114,1171016490,51,564,22,0,0,1,0
115,1179717683,15,185,38,1,0,1,0
116,1187751319,13,162,86,0,0,1,0
117,1197027522,92,8,73,0,0,1,0
118,1207062151,57,518,45,0,0,1,0
119,1215280367,12,945,26,0,0,1,0
120,1226445427,65,421,82,0,0,1,0
121,1235232070,7,656,70,0,0,1,0
122,1245347145,88,69,30,0,0,1,0
123,1252873935,18,90,73,1,0,1,0
124,1264059436,89,450,44,0,0,1,0
125,1276543881,12,57,19,0,0,1,0
126,1286297575,91,360,38,1,0,1,0
127,1298747074,0,368,24,0,0,1,0
128,1309635606,55,133,57,0,0,1,0
129,1317956658,43,814,20,3,1,1,0
130,1328795100,79,763,35,0,0,1,0
131,1337153258,98,232,48,0,0,1,0
132,1347251518,13,565,2,0,0,1,0
133,1357236713,15,407,27,1,0,1,0
134,1366300012,7,89,7,0,0,1,0
135,1375144039,57,731,40,0,0,1,0
136,1386492732,99,958,16,3,1,1,0
137,1398877943,72,751,28,0,0,1,0
138,1407544531,12,389,81,3,1,1,0
139,1416222580,68,9,55,0,0,1,0
140,1424997312,29,4,32,2,0,1,0
141,1436410254,64,176,10,0,0,1,0
142,1445676870,84,853,58,1,0,1,0
143,1457522630,26,609,98,0,0,1,0
144,1469920220,0,517,91,0,0,1,0
145,1479752737,80,770,52,0,0,1,0
146,1487416010,22,82,16,1,0,1,0
147,1496003351,84,0,50,0,0,1,0
148,1504049588,44,448,31,0,0,1,0
149,1512736475,33,550,25,0,0,1,0
150,1522951989,33,305,11,0,0,1,0
151,1532131737,64,989,93,0,0,1,0
152,1542268431,56,206,84,0,0,1,0
153,1550084257,13,102,37,1,0,1,0
154,1561785510,63,305,97,0,0,1,0
155,1574260536,81,446,97,0,0,1,0
156,1583692783,51,334,29,0,0,1,0
157,1593722962,50,137,55,0,0,1,0
158,1603077933,16,851,87,0,0,1,0
159,1612427329,68,449,76,3,1,1,0
160,1620588943,42,760,22,0,0,1,0
161,1628755940,54,911,7,0,0,1,0
162,1637561734,3,863,66,0,0,1,0
163,1646972439,26,60,50,0,0,1,0
164,1656854796,18,404,69,2,0,1,0
165,1666599927,0,345,45,0,0,1,0
166,1674191792,33,812,26,0,0,1,0
167,1684597950,72,120,85,0,0,1,0
168,1696180444,55,47,60,2,0,1,0
169,1705968067,80,624,98,0,0,1,0
170,1714385626,51,725,13,0,0,1,0
171,1721953287,89,215,1,1,0,1,0
172,1731531294,25,882,6,0,0,1,0
173,1742739948,2,507,17,2,0,1,0
174,1751455450,37,191,88,0,0,1,0
175,1762675914,27,230,85,0,0,1,0
176,1773588418,89,144,12,0,0,1,0
177,1781555428,83,232,17,0,0,1,0
178,1792936421,99,622,7,0,0,1,0
179,1803130135,39,553,40,0,0,1,0
180,1811202870,5,737,58,2,0,1,0
181,1819864027,55,740,32,0,0,1,0
182,1829577600,52,581,3,0,0,1,0
183,1841226487,93,822,8,0,0,1,0
184,1849759742,2,228,35,0,0,1,0
185,1860353977,23,74,3,0,0,1,0
186,1868241929,78,605,50,2,0,1,0
187,1876267063,61,714,7,3,1,1,0
188,1883831386,25,786,83,0,0,1,0
189,1893664197,96,558,0,1,0,1,0
190,1906146761,89,893,10,1,0,1,0
191,1914218411,99,672,5,0,0,1,0
192,1925476385,49,649,43,0,0,1,0
193,1936130625,1,318,72,0,0,1,0
194,1945820847,16,919,37,0,0,1,0
195,1958122963,34,317,59,0,0,1,0
196,1967335466,49,458,8,0,0,1,0
197,1975222060,33,512,39,0,0,1,0
198,1982859083,63,348,71,0,0,1,0
199,1992315192,10,827,29,1,0,1,0
200,2000337436,34,850,77,0,0,1,0
201,2008900072,25,41,88,3,1,1,0
202,2020230447,17,525,31,2,0,1,0
203,2030816623,50,22,62,0,0,1,0
204,2043200303,14,502,65,0,0,1,0
205,2052889718,77,946,38,0,0,1,0
206,2063759256,50,390,50,0,0,1,0
207,2074330731,71,14,28,0,0,1,0
208,2085632741,32,419,28,0,0,1,0
209,2095032233,37,410,54,1,0,1,0
210,2105710226,32,516,73,0,0,1,0
211,2116427861,96,876,87,0,0,1,0
212,2125733329,51,647,4,0,0,1,0
213,2134941021,28,129,26,0,0,1,0
214,2146973152,94,291,25,0,0,1,0
215,2157165907,42,10,73,0,0,1,0
216,2169254241,37,345,45,0,0,1,0
217,2178662568,11,957,81,3,1,1,0
218,2190587075,88,682,75,0,0,1,0
219,2202477095,99,887,36,3,1,1,0
220,2210477410,71,798,8,0,0,1,0
221,2221298537,50,296,85,1,0,1,0
222,2230800861,10,345,35,0,0,1,0
223,2238795453,53,830,53,2,0,1,0
224,2248324907,54,660,46,0,0,1,0
225,2257979604,72,435,56,1,0,1,0
226,2267378343,25,536,89,0,0,1,0
227,2278556429,74,209,90,3,1,1,0
228,2290912876,33,938,58,3,1,1,0
229,2299791122,50,179,69,0,0,1,0
230,2309482544,87,661,25,0,0,1,0
231,2318277846,27,848,83,0,0,1,0
232,2329130098,48,359,48,0,0,1,0
233,2339508702,70,989,86,0,0,1,0
234,2347272925,50,669,28,0,0,1,0
235,2357467212,48,423,18,0,0,1,0
236,2365670874,17,193,91,0,0,1,0
237,2377222648,93,643,0,0,0,1,0
238,2388171326,7,642,31,2,0,1,0
239,2397952153,9,992,86,0,0,1,0
240,2410298922,54,390,92,0,0,1,0
241,2420401889,7,982,58,0,0,1,0
242,2432574639,71,228,66,0,0,1,0
243,2440546966,50,417,34,0,0,1,0
244,2449025005,95,813,15,3,1,1,0
245,2458487170,67,468,13,3,1,1,0
246,2470228531,94,6,73,0,0,1,0
247,2479755111,6,146,18,1,0,1,0
248,2490781848,35,513,0,0,0,1,0
249,2502098294,46,385,66,0,0,1,0
250,2512073833,86,260,36,0,0,1,0
251,2522063402,37,52,43,1,0,1,0
252,2531547253,98,279,80,3,1,1,0
253,2543309199,73,726,95,0,0,1,0
254,2553982783,80,525,8,0,0,1,0
255,2562368823,39,358,72,0,0,1,0
256,2569985562,21,665,57,2,0,1,0
257,2581020112,28,804,74,0,0,1,0
258,2590940676,69,41,99,3,1,1,0
259,2602526088,40,152,75,0,0,1,0
260,2610742844,86,26,56,0,0,1,0
261,2621380989,30,267,52,2,0,1,0
262,2629810157,70,921,84,0,0,1,0
263,2638001914,91,575,1,1,0,1,0
264,2648797964,53,692,35,1,0,1,0
265,2661200630,25,295,10,0,0,1,0
266,2669760252,35,743,98,1,0,1,0
267,2681391731,53,757,21,0,0,1,0
268,2690523724,68,547,19,0,0,1,0
269,2700792086,82,848,61,0,0,1,0
270,2713143274,97,72,72,0,0,1,0
271,2724519028,39,615,41,1,0,1,0
272,2735209942,24,497,43,0,0,1,0
273,2744371735,50,523,18,0,0,1,0
274,2756859431,43,956,16,2,0,1,0
275,2767656722,73,317,79,0,0,1,0
276,2776348624,87,660,80,1,0,1,0
277,2786051199,86,709,71,1,0,1,0
278,2794326634,24,654,58,3,1,1,0
279,2803391352,25,287,9,0,0,1,0
280,2814704622,15,793,84,3,1,1,0
281,2825395163,85,334,6,3,1,1,0
282,2833099778,8,497,58,0,0,1,0
283,2844568000,86,989,38,1,0,1,0
284,2855463049,98,614,16,0,0,1,0
285,2863522772,13,187,44,0,0,1,0
286,2875181406,97,935,89,2,0,1,0
287,2883377764,54,526,3,0,0,1,0
288,2894706197,92,160,15,0,0,1,0
289,2906343467,41,738,41,2,0,1,0
290,2918788636,33,415,95,0,0,1,0
291,2931023599,98,28,61,0,0,1,0
292,2940895879,92,271,55,0,0,1,0
293,2950255461,9,358,83,0,0,1,0
294,2962476103,4,428,13,1,0,1,0
295,2973023672,29,957,36,2,0,1,0
296,2981309004,24,974,72,0,0,1,0
297,2991997733,14,804,60,0,0,1,0
298,3000408508,42,318,45,0,0,1,0
299,3008467432,87,225,24,0,0,1,0
300,3016398845,70,884,73,3,1,1,0
301,3027727309,97,505,2,0,0,1,0
302,3038971106,5,46,86,2,0,1,0
303,3049766203,48,752,60,0,0,1,0
304,3060307544,34,144,87,1,0,1,0
305,3072795567,2,892,88,2,0,1,0
306,3083524595,72,609,10,2,0,1,0
307,3093638830,55,540,8,0,0,1,0
308,3104572633,66,169,8,3,1,1,0
309,3112399549,78,394,58,0,0,1,0
310,3121625239,97,900,47,0,0,1,0
311,3129528358,89,972,27,0,0,1,0
312,3141195127,68,39,44,3,1,1,0
313,3149827785,95,697,66,0,0,1,0
314,3160807376,55,858,76,0,0,1,0
315,3170673986,32,335,39,2,0,1,0
316,3178632284,91,815,40,2,0,1,0
317,3187016340,12,692,41,2,0,1,0
318,3197795609,99,699,6,0,0,1,0
319,3208515890,4,760,30,2,0,1,0
320,3220888444,22,436,29,0,0,1,0
321,3228830505,38,588,92,0,0,1,0
322,3236819477,11,45,26,0,0,1,0
323,3248283212,16,364,34,0,0,1,0
324,3259432178,69,585,95,0,0,1,0
325,3268596399,97,36,92,0,0,1,0
326,3277753070,21,483,67,3,1,1,0
327,3289309027,90,400,9,0,0,1,0
328,3298852026,64,209,49,0,0,1,0
329,3306901174,13,715,35,3,1,1,0
330,3317836129,98,6,28,0,0,1,0
331,3328513455,10,78,31,2,0,1,0
332,3340435045,50,537,97,0,0,1,0
333,3351990600,45,976,98,0,0,1,0
334,3360877252,12,74,31,2,0,1,0
335,3369297849,1,458,26,1,0,1,0
336,3379663748,66,439,91,3,1,1,0
337,3391931241,92,658,56,3,1,1,0
338,3404288329,68,569,37,3,1,1,0
339,3416686283,14,831,24,1,0,1,0
340,3428811961,23,491,79,0,0,1,0
341,3438786929,26,656,92,3,1,1,0
342,3448729195,52,685,49,0,0,1,0
343,3457884938,70,939,52,0,0,1,0
344,3470366200,23,152,93,3,1,1,0
345,3477945283,77,851,99,0,0,1,0
346,3488319582,8,830,85,0,0,1,0
347,3496429578,1,720,71,1,0,1,0
348,3508283963,20,365,94,0,0,1,0
349,3518993979,37,101,40,0,0,1,0
350,3531281869,7,87,40,1,0,1,0
351,3541324506,16,671,78,0,0,1,0
352,3550170714,79,713,39,0,0,1,0
353,3558317722,31,1,96,3,1,1,0
354,3567867671,32,928,76,2,0,1,0
355,3579249820,25,870,89,0,0,1,0
356,3591595530,45,993,43,0,0,1,0
357,3600539247,48,8,5,3,1,1,0
358,3609244910,72,552,75,0,0,1,0
359,3618053417,7,317,83,3,1,1,0
360,3625654151,61,6,74,0,0,1,0
361,3636983200,83,21,25,0,0,1,0
362,3649296873,2,13,74,0,0,1,0
363,3661132575,81,523,12,0,0,1,0
364,3670625400,24,146,54,2,0,1,0
365,3681299508,99,630,52,1,0,1,0
366,3691703141,54,965,17,0,0,1,0
367,3700234660,82,311,58,0,0,1,0
368,3711675766,2,34,60,0,0,1,0
369,3721122596,92,352,6,0,0,1,0
370,3731227810,75,953,60,0,0,1,0
371,3739723653,23,731,19,0,0,1,0
372,3748615191,59,607,35,0,0,1,0
373,3757731640,97,334,33,0,0,1,0
374,3767608714,35,185,11,0,0,1,0
375,3778118801,2,20,14,0,0,1,0
376,3789833080,96,99,93,0,0,1,0
377,3800305061,86,1,36,0,0,1,0
378,3812689858,68,501,59,0,0,1,0
379,3822388469,13,129,69,0,0,1,0
380,3832733133,16,27,65,0,0,1,0
381,3844404907,34,448,39,0,0,1,0
382,3856505015,75,918,46,0,0,1,0
383,3866659852,30,269,79,0,0,1,0
384,3877417033,73,360,0,0,0,1,0
385,3887385185,4,575,83,0,0,1,0
386,3895202533,27,686,75,0,0,1,0
387,3904023100,36,555,55,1,0,1,0
388,3914800519,27,250,60,2,0,1,0
389,3924217064,19,968,36,0,0,1,0
390,3936081470,19,34,69,0,0,1,0
391,3946529232,58,205,11,0,0,1,0
392,3955210119,19,250,42,3,1,1,0
393,3964606339,97,184,38,0,0,1,0
394,3973161485,94,177,22,0,0,1,0
395,3983846275,43,383,44,0,0,1,0
396,3994273612,51,891,7,1,0,1,0
397,4004896563,84,668,95,0,0,1,0
398,4013361481,4,118,89,3,1,1,0
399,4025504410,42,977,16,0,0,1,0
400,4034281057,25,880,75,2,0,1,0
401,4042097262,90,963,32,3,1,1,0
402,4052527901,0,653,52,0,0,1,0
403,4064856662,47,957,91,0,0,1,0
404,4074983806,65,160,40,3,1,1,0
405,4087360678,88,756,76,2,0,1,0
406,4095380455,30,380,3,1,0,1,0
407,4105313048,18,396,22,2,0,1,0
408,4115700344,82,343,53,2,0,1,0
409,4124776934,70,64,75,0,0,1,0
410,4135637094,70,304,95,0,0,1,0
411,4147132703,34,266,98,0,0,1,0
412,4156134728,71,961,45,0,0,1,0
413,4163859777,8,327,47,0,0,1,0
414,4172439701,65,220,25,0,0,1,0
415,4181594454,24,303,36,0,0,1,0
416,4191169860,78,42,47,0,0,1,0
417,4201449359,86,890,42,2,0,1,0
418,4209936830,20,814,14,0,0,1,0
419,4221054386,24,140,85,0,0,1,0
420,4229259861,18,372,51,0,0,1,0
421,4241098704,26,290,7,3,1,1,0
422,4252201805,15,657,1,0,0,1,0
423,4263603334,48,344,93,3,1,1,0
424,4271278545,74,585,38,0,0,1,0
425,4280309359,12,311,41,0,0,1,0
426,4287965042,60,83,67,0,0,1,0
427,4297452797,6,375,44,2,0,1,0
428,4305164627,46,917,20,3,1,1,0
429,4315993676,85,520,14,0,0,1,0
430,4323569064,9,681,71,0,0,1,0
431,4333398817,23,858,36,0,0,1,0
432,4342396435,67,611,59,0,0,1,0
433,4354325125,38,675,73,0,0,1,0
434,4364574121,96,686,48,0,0,1,0
435,4373086505,98,630,20,2,0,1,0
436,4385345487,80,159,10,0,0,1,0
437,4397810939,9,508,56,0,0,1,0
438,4405568620,24,834,41,3,1,1,0
439,4413910806,38,998,23,1,0,1,0
440,4422535711,59,287,38,2,0,1,0
441,4430240162,35,898,72,0,0,1,0
442,4442312005,7,780,48,0,0,1,0
443,4453889721,59,775,71,0,0,1,0
444,4462937796,49,380,57,0,0,1,0
445,4475346036,2,802,97,0,0,1,0
446,4484550633,86,811,57,0,0,1,0
447,4492885669,35,286,46,3,1,1,0
448,4504566082,54,669,54,0,0,1,0
449,4512374705,15,907,7,0,0,1,0
450,4521021821,83,278,91,0,0,1,0
451,4532909908,4,363,64,1,0,1,0
452,4542724089,29,405,81,0,0,1,0
453,4553489785,71,783,75,1,0,1,0
454,4563605589,37,653,35,0,0,1,0
455,4574375798,96,360,84,0,0,1,0
456,4586462238,1,448,74,3,1,1,0
457,4598174615,66,195,81,0,0,1,0
458,4610483724,54,938,14,0,0,1,0
459,4619778015,85,489,11,0,0,1,0
460,4631759632,48,428,34,0,0,1,0
461,4642992781,29,461,5,2,0,1,0
462,4652106106,66,72,14,1,0,1,0
463,4663721468,20,465,77,0,0,1,0
464,4675903461,19,536,65,0,0,1,0
465,4687192424,24,94,13,0,0,1,0
466,4699579773,64,237,51,0,0,1,0
467,4711297506,2,24,12,3,1,1,0
468,4720606883,97,963,24,0,0,1,0
469,4731119422,78,11,31,3,1,1,0
470,4742494780,95,845,19,0,0,1,0
471,4750859425,17,671,92,0,0,1,0
472,4761807219,42,516,82,0,0,1,0
473,4770280400,33,778,49,0,0,1,0
474,4780570758,30,82,8,0,0,1,0
475,4790393379,98,493,6,0,0,1,0
476,4801604963,79,259,3,0,0,1,0
477,4809532350,39,819,92,2,0,1,0
478,4818576963,51,230,49,0,0,1,0
479,4828231137,62,573,98,1,0,1,0
480,4840480903,6,740,85,0,0,1,0
481,4848575208,4,573,90,0,0,1,0
482,4856279574,20,660,9,0,0,1,0
483,4864440476,86,900,64,0,0,1,0
484,4876094061,12,492,84,0,0,1,0
485,4886137849,52,671,35,2,0,1,0
486,4898295700,80,394,62,0,0,1,0
487,4907626794,20,628,25,2,0,1,0
488,4919546117,67,593,98,2,0,1,0
489,4929032074,92,553,20,0,0,1,0
490,4937634002,41,191,16,2,0,1,0
491,4946378291,8,571,47,3,1,1,0
492,4956590084,28,825,59,0,0,1,0
493,4969032709,20,775,58,2,0,1,0
494,4979334451,85,912,59,0,0,1,0
495,4987799639,86,415,43,0,0,1,0
496,4999404862,64,844,71,0,0,1,0
497,5010960309,86,482,23,1,0,1,0
498,5022224764,16,825,30,3,1,1,0
499,5033629486,99,390,27,0,0,1,0
500,5044305170,50,772,93,0,0,1,0
501,5053818491,95,549,95,0,0,1,0
502,5065958172,91,462,49,2,0,1,0
503,5077528383,66,589,40,0,0,1,0
504,5089046748,88,766,9,0,0,1,0
505,5099447485,20,373,12,0,0,1,0
506,5107929368,52,225,10,3,1,1,0
507,5116929439,9,401,54,0,0,1,0
508,5126303161,72,845,88,0,0,1,0
509,5136307820,21,724,43,0,0,1,0
510,5148086204,31,887,20,0,0,1,0
511,5157803385,98,630,38,0,0,1,0
512,5166539882,11,148,12,3,1,1,0
513,5174662775,20,359,6,3,1,1,0
514,5182613932,22,661,88,0,0,1,0
515,5193345117,21,769,28,0,0,1,0
516,5202073454,84,606,78,1,0,1,0
517,5211204122,22,277,42,2,0,1,0
518,5221057969,36,514,62,0,0,1,0
519,5228587694,18,806,24,0,0,1,0
520,5238600718,7,875,4,0,0,1,0
521,5248654032,2,223,63,3,1,1,0
522,5257861049,97,404,45,0,0,1,0
523,5266477320,90,12,8,0,0,1,0
524,5274493729,35,565,11,0,0,1,0
525,5286470050,80,436,19,0,0,1,0
526,5294715232,74,69,55,1,0,1,0
527,5307034307,82,622,3,3,1,1,0
528,5316304792,19,226,25,1,0,1,0
529,5325117535,36,870,20,0,0,1,0
530,5332721730,73,187,56,0,0,1,0
531,5341560216,44,582,3,0,0,1,0
532,5350780239,92,740,79,0,0,1,0
533,5358766514,57,887,23,0,0,1,0
534,5368771108,33,158,59,0,0,1,0
535,5380078193,59,210,21,0,0,1,0
536,5390368566,23,116,30,0,0,1,0
537,5401072069,99,684,99,0,0,1,0
538,5410400091,93,480,17,0,0,1,0
539,5420344117,62,475,46,0,0,1,0
540,5430487178,74,812,32,1,0,1,0
541,5438299133,16,751,46,0,0,1,0
542,5449630475,90,77,74,0,0,1,0
543,5460920803,8,499,60,3,1,1,0
544,5471882895,9,618,93,0,0,1,0
545,5483385608,69,580,92,0,0,1,0
546,5495849009,63,703,4,0,0,1,0
547,5505596948,99,637,38,0,0,1,0
548,5517360172,34,611,69,0,0,1,0
549,5528511559,40,363,59,0,0,1,0
550,5539040190,56,984,35,1,0,1,0
551,5548318729,84,617,29,0,0,1,0
552,5559619979,85,950,91,0,0,1,0
553,5569118650,13,399,53,0,0,1,0
554,5579027679,94,555,72,0,0,1,0
555,5587185682,44,849,56,2,0,1,0
556,5598720146,20,986,6,0,0,1,0
557,5607676227,69,671,74,2,0,1,0
558,5618911671,19,425,25,0,0,1,0
559,5629969360,13,20,81,1,0,1,0
560,5641042825,68,932,87,0,0,1,0
561,5653290472,48,907,60,0,0,1,0
562,5663829387,40,894,70,0,0,1,0
563,5671535874,85,572,60,0,0,1,0
564,5681975176,97,597,48,0,0,1,0
565,5690855080,16,841,84,0,0,1,0
566,5699927031,4,56,65,3,1,1,0
567,5709930323,73,678,85,0,0,1,0
568,5720797146,75,293,59,0,0,1,0
569,5732682156,58,830,48,0,0,1,0
570,5744657312,63,531,25,0,0,1,0
571,5753735950,67,375,84,1,0,1,0
572,5763447688,78,380,39,2,0,1,0
573,5774175232,57,759,2,1,0,1,0
574,5782119177,71,226,5,0,0,1,0
575,5793471843,38,177,42,0,0,1,0
576,5802246477,18,503,11,0,0,1,0
577,5814260753,73,596,71,0,0,1,0
578,5824029823,54,943,81,0,0,1,0
579,5832786538,41,385,6,0,0,1,0
580,5843301476,79,625,39,2,0,1,0
581,5851576634,32,519,31,0,0,1,0
582,5862814493,47,989,69,0,0,1,0
583,5874047496,18,906,45,2,0,1,0
584,5885773652,15,886,20,3,1,1,0
585,5897501647,29,101,94,0,0,1,0
586,5908818889,58,836,24,0,0,1,0
587,5918911425,2,915,33,0,0,1,0
588,5930825509,25,226,60,0,0,1,0
589,5941349752,91,485,49,2,0,1,0
590,5950845922,5,449,46,1,0,1,0
591,5958654371,72,981,2,0,0,1,0
592,5967010418,75,276,27,0,0,1,0
593,5975355892,89,691,33,0,0,1,0
594,5986203661,40,74,56,1,0,1,0
595,5997193090,22,272,68,0,0,1,0
596,6004987836,10,930,32,2,0,1,0
597,6016245821,83,65,98,1,0,1,0
598,6023869771,39,934,69,0,0,1,0
599,6036109810,72,758,86,0,0,1,0
600,6048558219,62,920,46,0,0,1,0
601,6056685439,37,226,56,0,0,1,0
602,6067642092,52,995,75,0,0,1,0
603,6077290183,16,844,78,1,0,1,0
604,6088271009,81,218,22,0,0,1,0
605,6098333614,58,549,13,0,0,1,0
606,6108632864,99,541,77,0,0,1,0
607,6116595865,83,613,86,0,0,1,0
608,6124611558,21,946,2,2,0,1,0
609,6133951641,41,172,70,0,0,1,0
610,6141724787,77,635,18,1,0,1,0
611,6151634168,46,436,60,0,0,1,0
612,6162077463,35,672,51,0,0,1,0
613,6169672491,88,738,58,2,0,1,0
614,6177336325,77,67,91,1,0,1,0
615,6186253153,7,621,85,2,0,1,0
616,6197378807,40,15,92,3,1,1,0
617,6208209913,61,778,63,1,0,1,0
618,6218381165,49,324,47,0,0,1,0
619,6226282232,19,928,72,0,0,1,0
620,6238772136,60,481,87,0,0,1,0
621,6250958302,95,430,39,0,0,1,0
622,6260357356,75,526,18,3,1,1,0
623,6270692193,25,231,20,0,0,1,0
624,6282202355,50,131,54,0,0,1,0
625,6289973269,70,853,65,0,0,1,0
626,6299219957,87,583,86,0,0,1,0
627,6308804461,37,721,16,0,0,1,0
628,6319426342,60,282,7,0,0,1,0
629,6330489286,82,440,92,0,0,1,0
630,6338859093,98,748,83,0,0,1,0
631,6349023589,55,301,61,0,0,1,0
632,6359117248,7,864,89,0,0,1,0
633,6370693085,38,617,53,2,0,1,0
634,6380586004,8,788,50,2,0,1,0
635,6389680922,58,396,63,0,0,1,0
636,6399885638,10,126,45,0,0,1,0
637,6411100017,44,583,71,0,0,1,0
638,6420675932,60,444,32,1,0,1,0
639,6432076311,44,249,68,1,0,1,0
640,6440223652,7,342,29,2,0,1,0
641,6448925490,46,851,81,0,0,1,0
642,6460833775,17,672,35,0,0,1,0
643,6470989757,81,411,39,0,0,1,0
644,6478927382,83,754,14,3,1,1,0
645,6489021108,40,796,73,3,1,1,0
646,6500971360,65,265,13,2,0,1,0
647,6510632712,81,376,38,0,0,1,0
648,6523107757,27,666,1,0,0,1,0
649,6533890588,92,349,39,0,0,1,0
650,6542074617,1,267,34,0,0,1,0
651,6553574311,64,985,84,0,0,1,0
652,6563899805,61,407,37,0,0,1,0
653,6572596967,27,657,35,0,0,1,0
654,6581876652,98,633,29,0,0,1,0
655,6590049870,59,194,27,0,0,1,0
656,6599729301,43,74,47,3,1,1,0
657,6607558122,31,611,32,0,0,1,0
658,6618685569,23,667,36,0,0,1,0
659,6626993313,6,192,46,0,0,1,0
660,6634510610,19,987,34,0,0,1,0
661,6645037004,42,125,10,0,0,1,0
662,6653870576,48,391,33,0,0,1,0
663,6666072245,47,832,30,0,0,1,0
664,6674401036,3,343,58,0,0,1,0
665,6682277830,66,233,50,3,1,1,0
666,6692258082,49,910,29,0,0,1,0
